datetime,sym,price,size
2025.05.23D11:52:03.046026980,IBM,255.08,2
2025.05.23D11:52:03.046026980,IBM,255,1
2025.05.23D11:52:03.046032931,IBM,255,1
2025.05.23D11:52:03.046032931,IBM,255,5
2025.05.23D11:52:03.046035182,IBM,255,4
2025.05.23D11:52:03.046038210,IBM,255,2
2025.05.23D11:52:03.047316191,IBM,255,16
2025.05.23D11:52:03.047499584,IBM,255,84
2025.05.23D11:52:03.047499584,IBM,255,16
2025.05.23D11:52:03.047524472,IBM,255,84
2025.05.23D11:52:03.047524472,IBM,255,6
2025.05.23D11:52:03.047529745,IBM,255,94
2025.05.23D11:52:03.047529745,IBM,255,3
2025.05.23D11:53:59.502756415,IBM,255.5,2
2025.05.23D11:58:04.121295346,IBM,255.1,1
2025.05.23D11:58:23.129053323,IBM,255.01,2
2025.05.23D11:58:40.476696122,IBM,255.01,1
2025.05.23D11:58:40.476699142,IBM,255,1
2025.05.23D11:58:40.477252615,IBM,255.01,98
2025.05.23D11:58:40.477255516,IBM,255,2
2025.05.23D11:58:40.481820355,IBM,255,10
2025.05.23D11:58:40.483699906,IBM,255,10
2025.05.23D11:58:43.880678859,IBM,255,2
2025.05.23D11:58:43.880817325,IBM,255,78
2025.05.23D12:00:00.141054550,IBM,257.3012,1
2025.05.23D12:00:00.155290497,IBM,257.75,5
2025.05.23D12:00:00.171198371,IBM,257.98,10
2025.05.23D12:00:00.183127716,IBM,255,25
2025.05.23D12:00:00.183939813,IBM,257.98,5
2025.05.23D12:00:00.201594708,IBM,255,6
2025.05.23D12:00:00.226124176,IBM,255.01,3
2025.05.23D12:00:00.340585761,IBM,258.365,1
2025.05.23D12:00:00.461242058,IBM,257.8775,1
2025.05.23D12:00:00.469367401,IBM,257.8775,1
2025.05.23D12:00:00.634568836,IBM,257.925,1
2025.05.23D12:00:01.316226131,IBM,254.9655,1
2025.05.23D12:00:01.328002144,IBM,254.9655,1
2025.05.23D12:00:01.352197820,IBM,257.76,25
2025.05.23D12:00:01.577316848,IBM,255.5,9
2025.05.23D12:00:01.624063161,IBM,255.01,20
2025.05.23D12:00:01.686148992,IBM,255.01,40
2025.05.23D12:00:02.863121632,IBM,255.2,10
2025.05.23D12:00:03.017217615,IBM,255.0005,20
2025.05.23D12:00:03.420995172,IBM,255.0003,40
2025.05.23D12:00:03.513546685,IBM,255,10
2025.05.23D12:00:03.624799556,IBM,255.0001,1
2025.05.23D12:00:03.651984275,IBM,255,28
2025.05.23D12:00:05.310264768,IBM,258.37,1
2025.05.23D12:00:06.966990829,IBM,255,4
2025.05.23D12:00:07.392113136,IBM,258.59,2
2025.05.23D12:00:08.410894111,IBM,258.7,1
2025.05.23D12:00:08.954931549,IBM,255,1
2025.05.23D12:00:08.997425867,IBM,256.7063,10
2025.05.23D12:00:09.186209344,IBM,256.8,1
2025.05.23D12:00:09.409241376,IBM,253.9,5
2025.05.23D12:00:18.455794285,IBM,259,1
2025.05.23D12:00:18.456287494,IBM,259,1
2025.05.23D12:00:18.456774614,IBM,258.9,1
2025.05.23D12:00:18.457213601,IBM,258.5,1
2025.05.23D12:00:19.347402453,IBM,258.5,9
2025.05.23D12:00:19.396770954,IBM,258.5,4
2025.05.23D12:00:21.502403202,IBM,259,1
2025.05.23D12:00:21.503191072,IBM,258,1
2025.05.23D12:00:27.723427664,IBM,255,2
2025.05.23D12:00:29.450593376,IBM,258.37,1
2025.05.23D12:00:30.280398367,IBM,254.82,10
2025.05.23D12:00:37.019081694,IBM,258.37,1
2025.05.23D12:00:42.748850637,IBM,258.37,1
2025.05.23D12:00:45.378227721,IBM,254.79,1
2025.05.23D12:00:45.479448743,IBM,254.79,1
2025.05.23D12:00:45.584272308,IBM,254.79,1
2025.05.23D12:00:50.002762998,IBM,254.82,1
2025.05.23D12:01:03.238681625,IBM,254.7,7
2025.05.23D12:01:03.887248108,IBM,254.79,1
2025.05.23D12:01:03.961341594,IBM,254.79,1
2025.05.23D12:01:03.993256622,IBM,254.79,1
2025.05.23D12:01:04.021602147,IBM,254.79,1
2025.05.23D12:01:04.093497321,IBM,254.79,1
2025.05.23D12:01:04.123668241,IBM,254.79,1
2025.05.23D12:01:04.193497557,IBM,254.79,1
2025.05.23D12:01:06.361206220,IBM,254.51,25
2025.05.23D12:01:06.361500879,IBM,254.61,2
2025.05.23D12:01:06.361543089,IBM,254.55,2
2025.05.23D12:01:22.148797080,IBM,254.59,1
2025.05.23D12:01:24.872686325,IBM,254.49,1
2025.05.23D12:01:24.872974964,IBM,254.47,1
2025.05.23D12:01:24.873134376,IBM,254.47,1
2025.05.23D12:02:01.257878458,IBM,258.37,1
2025.05.23D12:02:01.939102588,IBM,258.37,1
2025.05.23D12:02:02.232294686,IBM,258.37,1
2025.05.23D12:02:03.764274677,IBM,258.37,1
2025.05.23D12:02:04.479513102,IBM,258.37,1
2025.05.23D12:02:04.827937606,IBM,258.37,1
2025.05.23D12:02:05.384887874,IBM,258.37,1
2025.05.23D12:02:05.964406841,IBM,258.37,1
2025.05.23D12:02:13.009962289,IBM,258.37,1
2025.05.23D12:02:13.092665199,IBM,258.37,1
2025.05.23D12:02:21.210736002,IBM,258.37,1
2025.05.23D12:02:21.211893754,IBM,258.37,1
2025.05.23D12:02:22.758750253,IBM,258.37,1
